IMDB,Title,Year,Date,fulldate,month,justmonth,original,Type,status,season_number,Released,popular,popularity,imdbRating,imdbVotes,Rated,genretext,Genre,Runtime,number_of_episodes,Language,Country,budget,boxoffice,Plot,overview,stars,Actors,cast1,cast2,cast3,char1,char2,char3,directed_created,producedby,Director,created_by,production_companies,homepage,tmdb,poster_path,backdrop_path,poster,backdrop,netflix,IDs
tt1068242,Footloose,2011,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,10/14/2011,,24.596,5.8,"49,169",PG-13,Comedy,"Comedy, Drama, Music",113,,English,United States,24000000,Not Available,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.","Kenny Wormald, Julianne Hough and Dennis Quaid","Kenny Wormald, Julianne Hough, Dennis Quaid",Dennis Quaid,Kenny Wormald,Julianne Hough,Rev. Shaw Moore,Ren MacCormack,Ariel Moore, directed by Craig Brewer.,"Footloose was produced by Dylan Sellers Productions, Weston Pictures, and Zadan / Meron Productions, with a budget of [morph money=""24000000"" display=""usd abbr""] and was initially released on [datecalc date=""10/14/2011"" display=""mmmm d, yyyy""].",Craig Brewer,,"Dylan Sellers Productions, Weston Pictures, Zadan / Meron Productions",http://www.footloosemovie.com/,68817,/rzTuPCtIBuL4LPJBbNA5RnXDzPZ.jpg,/caFhGw4jvQ20ydIc4Uc73t7Fxf3.jpg,tt1068242-poster.jpg,tt1068242-fanart.jpg,https://www.netflix.com/search?q=Footloose,1805
tt1217613,Battle Los Angeles,2011,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,3/11/2011,Popular,85.806,5.7,"179,715",PG-13,Action,"Action, Adventure, Sci-Fi",116,,"English, Ukrainian",United States,70000000,Not Available,A squad of U.S. Marines becomes the last line of defense against a global invasion.,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.","Aaron Eckhart, Michelle Rodriguez and Bridget Moynahan","Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan",Aaron Eckhart,Ramón Rodríguez,Will Rothhaar,Michael Nantz,William Martinez,Cpl. Lee Imlay, directed by Jonathan Liebesman.,"Battle Los Angeles was produced by Columbia Pictures, Sony Pictures, Original Film, and Relativity Media, with a budget of [morph money=""70000000"" display=""usd abbr""] and was initially released on [datecalc date=""3/11/2011"" display=""mmmm d, yyyy""].",Jonathan Liebesman,,"Columbia Pictures, Sony Pictures, Original Film, Relativity Media",http://www.battlela.com,44943,/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg,/xl6xyJ3t5EhGoro9zLa21uUrPU5.jpg,tt1217613-poster.jpg,tt1217613-fanart.jpg,https://www.netflix.com/search?q=Battle Los Angeles,1798
tt1409024,Men in Black 3,2012,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,5/25/2012,,56.586,6.8,"357,633",PG-13,Action,"Action, Adventure, Comedy",106,,"English, Ukrainian","United States, United Arab Emirates",225000000,Not Available,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.","Will Smith, Tommy Lee Jones and Josh Brolin","Will Smith, Tommy Lee Jones, Josh Brolin",Will Smith,Tommy Lee Jones,Josh Brolin,Agent J,Agent K,Young Agent K, directed by Barry Sonnenfeld.,"Men in Black 3 was produced by Columbia Pictures, Amblin Entertainment, Imagenation Abu Dhabi FZ, Hemisphere Media Capital, and Parkes+MacDonald Image Nation, with a budget of [morph money=""225000000"" display=""usd abbr""] and was initially released on [datecalc date=""5/25/2012"" display=""mmmm d, yyyy""].",Barry Sonnenfeld,,"Columbia Pictures, Amblin Entertainment, Imagenation Abu Dhabi FZ, Hemisphere Media Capital, Parkes+MacDonald Image Nation",http://www.sonypictures.com/movies/meninblack3/,41154,/90DdoEStzeObs96fsYf4GG544iN.jpg,/xKz6YaOvmnIJQ3MYIpnaa7FBaAB.jpg,tt1409024-poster.jpg,tt1409024-fanart.jpg,https://www.netflix.com/search?q=Men in Black 3,1812
tt1411238,No Strings Attached,2011,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,1/21/2011,,72.714,6.2,"228,155",R,Comedy,"Comedy, Romance",108,,"English, Ukrainian","United States, United Kingdom",25000000,Not Available,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.","Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule No strings attached. But when a fling becomes a thing, can sex friends stay best friends?,","Natalie Portman, Ashton Kutcher and Kevin Kline","Natalie Portman, Ashton Kutcher, Kevin Kline",Natalie Portman,Ashton Kutcher,Kevin Kline,Emma Kurtzman,Adam Franklin,Alvin Franklin, directed by Ivan Reitman.,"No Strings Attached was produced by Katalyst Films, The Montecito Picture Company, and Handsomecharlie Films, with a budget of [morph money=""25000000"" display=""usd abbr""] and was initially released on [datecalc date=""1/21/2011"" display=""mmmm d, yyyy""].",Ivan Reitman,,"Katalyst Films, The Montecito Picture Company, Handsomecharlie Films",http://www.nostringsattachedmovie.com/,41630,/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,/tlbGPwXp2eWZaijWqYXiHYwKuF8.jpg,tt1411238-poster.jpg,tt1411238-fanart.jpg,https://www.netflix.com/search?q=No Strings Attached,1815
tt1473832,Bridget Jones's Baby,2016,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,9/16/2016,,17.127,6.5,"75,225",R,Comedy,"Comedy, Drama, Romance",123,,"English, Italian","United States, France, China, United Kingdom, Japan",35000000,Not Available,"Forty-something and single again, Bridget decides to focus on her job and surround herself with friends. In a twist, she finds herself pregnant, but with one hitch - she can only be fifty percent sure of the identity of her baby's...","After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.","Renée Zellweger, Gemma Jones and Jim Broadbent","Renée Zellweger, Gemma Jones, Jim Broadbent",Renée Zellweger,Colin Firth,Patrick Dempsey,Bridget Rose Jones,Mark Fitzwilliam Darcy,Jack Qwant, directed by Sharon Maguire.,"Bridget Jones's Baby was produced by Miramax, Universal Pictures, StudioCanal, Working Title Films, and Perfect World Pictures, with a budget of [morph money=""35000000"" display=""usd abbr""] and was initially released on [datecalc date=""9/16/2016"" display=""mmmm d, yyyy""].",Sharon Maguire,,"Miramax, Universal Pictures, StudioCanal, Working Title Films, Perfect World Pictures",#,95610,/k703Pb5C0NsLvXPgFk8kAKnLylq.jpg,/9WuJ3iHkCEm5jtxIRwRAp45QZjL.jpg,tt1473832-poster.jpg,tt1473832-fanart.jpg,https://www.netflix.com/search?q=Bridget Jones's Baby,1799
tt1492088,Pawn Stars,2009,8/1/2022,"August 1, 2022",August 2022,August,,series,Returning Series,20,7/19/2009,,25.367,7.2,"16,700",TV-PG,Comedy,"Comedy, Reality-TV",30,630,English,United States,Not available,Not Available,"Rick Harrison and his family own and run a pawn shop on the Las Vegas strip. They buy, sell, and appraise items of historical value.","Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.","Rick Harrison, Corey Harrison and Austin 'Chumlee' Russell","Rick Harrison, Corey Harrison, Austin 'Chumlee' Russell",Rick Harrison,Corey Harrison,Austin Lee Russell,Self,Self,Self,.,,,,,http://www.history.com/shows/pawn-stars,21755,null,/4rLC2hVMdtxnYafMlMYrK4nclIj.jpg,poster-coming-soon.jpg,tt1492088-fanart.jpg,https://www.netflix.com/search?q=Pawn Stars,1816
tt15527362,Big Tree City,2022,8/1/2022,"August 1, 2022",August 2022,August,Netflix Original,series,Returning Series,1,8/1/2022,,9.181,N/A,N/A,TV-Y,Animation,"Animation, Action, Adventure",N/A,1,English,United States,Not available,Not Available,"Follows Major Prickles and his overzealous team, as they try to save the citizens of Big Tree City.",A team of animal heroes with special skills and speedy vehicles work together to keep Big Tree City safe and solve the town's trickiest problems.,Alyson Leigh Rosenfeld,Alyson Leigh Rosenfeld,Mark Benton,Naomi McDonald,Lucy Montgomery,Major Prickles (voice),Flame (voice),Kit (voice)," created by Oli Hyatt, Helen Arntsen.","Big Tree City was produced by Blue-Zoo Animation Studio and was initially released on [datecalc date=""8/1/2022"" display=""mmmm d, yyyy""].",,"Oli Hyatt, Helen Arntsen",Blue-Zoo Animation Studio,https://www.netflix.com/title/81135649,158694,/qpUvxH92IDFhxGQJAf63Ucyuc2S.jpg,/tulfhG5uHFkvDSe4UsLZjME7p5.jpg,tt15527362-poster.jpg,tt15527362-fanart.jpg,https://www.netflix.com/title/81135649,1793
tt1628033,Top Gear,2002,8/1/2022,"August 1, 2022",August 2022,August,,series,Returning Series,32,10/20/2002,Popular,47.144,8.7,"116,850",TV-PG,Adventure,"Adventure, Comedy, Reality-TV",60,215,"Italian, German, Spanish, French",United Kingdom,Not available,Not Available,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.","This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew 'Freddie' Flintoff.","Jeremy Clarkson, Richard Hammond and James May","Jeremy Clarkson, Richard Hammond, James May",Chris Harris,Andrew Flintoff,Paddy McGuinness,Self - Host,Self - Host,Self - Host, created by Derek Smith.,"Top Gear was produced by BBC and was initially released on [datecalc date=""10/20/2002"" display=""mmmm d, yyyy""].",,Derek Smith,BBC,http://www.bbc.co.uk/programmes/b006mj59,45,/rpz39ZzJPYsbpLOHMftJbCTdg5d.jpg,/AhcPiOviZ36mE5DjkX3aI9zIQJ9.jpg,tt1628033-poster.jpg,tt1628033-fanart.jpg,https://www.netflix.com/search?q=Top Gear,1823
tt1655441,The Age of Adaline,2015,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,4/24/2015,,40.14,7.2,"174,760",PG-13,Drama,"Drama, Fantasy, Romance",112,,"English, Portuguese, Italian","United States, Canada",25000000,Not Available,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.","After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.","Blake Lively, Michiel Huisman and Harrison Ford","Blake Lively, Michiel Huisman, Harrison Ford",Blake Lively,Michiel Huisman,Harrison Ford,Adaline Bowman,Ellis Jones,William Jones, directed by Lee Toland Krieger.,"The Age of Adaline was produced by Lakeshore Entertainment, Sidney Kimmel Entertainment, and Lionsgate, with a budget of [morph money=""25000000"" display=""usd abbr""] and was initially released on [datecalc date=""4/24/2015"" display=""mmmm d, yyyy""].",Lee Toland Krieger,,"Lakeshore Entertainment, Sidney Kimmel Entertainment, Lionsgate",http://theageofadalinemovie.com,293863,/MbILysGhjAbnZi1Okae9wYqLMx.jpg,/w89trVfLmEdBxv7rxWKy5HyckXR.jpg,tt1655441-poster.jpg,tt1655441-fanart.jpg,https://www.netflix.com/search?q=The Age of Adaline,1797
tt1767372,She's Funny That Way,2014,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,8/21/2015,,9.948,6.1,"26,283",R,Comedy,"Comedy, Drama",93,,English,"United States, Germany",Not available,Not Available,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.","On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.","Imogen Poots, Owen Wilson and Jennifer Aniston","Imogen Poots, Owen Wilson, Jennifer Aniston",Owen Wilson,Imogen Poots,Kathryn Hahn,Arnold Albertson,Isabella Patterson,Delta Simmons, directed by Peter Bogdanovich.,"She's Funny That Way was produced by Lagniappe Films and was initially released on [datecalc date=""8/21/2015"" display=""mmmm d, yyyy""].",Peter Bogdanovich,,Lagniappe Films,#,245906,/hFNkxfqWdFVLNtDtbLdu4irKgiA.jpg,/ocQbjedQkWNaUj8queTgPGlVRlx.jpg,tt1767372-poster.jpg,tt1767372-fanart.jpg,https://www.netflix.com/search?q=She's Funny That Way,1818
tt2404425,Woman in Gold,2015,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,4/10/2015,,12.22,7.3,"58,331",PG-13,Biography,"Biography, Drama, History",109,,"English, German, Hebrew",United Kingdom,11000000,Not Available,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.","Helen Mirren, Ryan Reynolds and Daniel Brühl","Helen Mirren, Ryan Reynolds, Daniel Brühl",Helen Mirren,Ryan Reynolds,Tatiana Maslany,Maria Altmann,Randol Schoenberg,Young Maria Altmann, directed by Simon Curtis.,"Woman in Gold was produced by BBC Films, and Origin Pictures, with a budget of [morph money=""11000000"" display=""usd abbr""] and was initially released on [datecalc date=""4/10/2015"" display=""mmmm d, yyyy""].",Simon Curtis,,"BBC Films, Origin Pictures",http://womaningoldmovie.com/,304357,/6eoj6bozvgwNuDV3vOrqlvrCrX.jpg,/wcdqcgru2Cv3UZBHuBwYbxhEEbs.jpg,tt2404425-poster.jpg,tt2404425-fanart.jpg,https://www.netflix.com/search?q=Woman in Gold,1825
tt3072482,Hardcore Henry,2015,8/1/2022,"August 1, 2022",August 2022,August,,movie,Released,,4/8/2016,,33.285,6.7,"94,709",R,Action,"Action, Adventure, Sci-Fi",96,,"English, Russian","Russia, United States, China",2000000,Not Available,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.","Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore Henry takes place over the course of one day, in Moscow, Russia.","Sharlto Copley, Tim Roth and Haley Bennett","Sharlto Copley, Tim Roth, Haley Bennett",Sharlto Copley,Andrey Dementyev,Haley Bennett,Jimmy,Henry / Slick Dmitry,Estelle, directed by Ilya Naishuller.,"Hardcore Henry was produced by Bazelevs Production, Huayi Brothers Pictures, STX Entertainment, and Versus Pictures, with a budget of [morph money=""2000000"" display=""usd abbr""] and was initially released on [datecalc date=""4/8/2016"" display=""mmmm d, yyyy""].",Ilya Naishuller,,"Bazelevs Production, Huayi Brothers Pictures, STX Entertainment, Versus Pictures",http://stxmovies.com/hardcorehenry/,325348,/vmJMY8cbKs78F59OlTc8xkLf9Fj.jpg,/d1c94ACrC4NwiG989bIk2fp4miR.jpg,tt3072482-poster.jpg,tt3072482-fanart.jpg,https://www.netflix.com/search?q=Hardcore Henry,1806
